,CL,CLD,F1_HD,F2_HD,F3_HD,F4_HD,L1_HD,N2_HD,LSC,LSradius,U,H,kdn,DS,TDU,DCP,TDP,N1_HD,host_4,host_5,host_6,host_7,host_8
error_total,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239,0.163966868496239
error_90,0.163686106855204,0.09768908227748,0.00082304526749,0.174264551573953,0.172875026744088,0.178699119143509,0.113606024516854,0.121112197942665,0.066577862530634,0.142969671129871,0.068684934934935,0.071239948975185,0.095733342061224,0.103117690387075,0.166094582741668,0.066521773419125,0.12079266775862,0.1085536662414,0.091357633410315,0.097188704799522,0.087018766398207,0.086686769167516,0.090318711396026
error_80,0.140795508967467,0.015023974553611,0.00082304526749,0.177639009037598,0.173810537368429,0.176791862834657,0.00698217055773,0.086916661919182,0.066577862530634,0.115282888204717,0.022557709909091,0.041987352966895,0.038533951267013,0.068084591214722,0.160381112784282,0.002195261334023,0.0223752151463,0.039468000110202,0.046006334652026,0.028524547061665,0.012965178565136,0.010593348827177,0.006932578123621
error_70,0.127523324495755,0,0.00082304526749,0.171711257716614,0.170498593534268,0.178298312845133,0,0.053740550754712,0.027623474926331,0.082252920109293,0.004941331343652,,0.01362719941349,0.033054331321062,0.150893451021986,0,0.0223752151463,0.039468000110202,0.022333740562376,0.018165055582967,0.002809755119981,0.001397293857891,0.002017032720753
error_60,0.114939866441199,0,0.00082304526749,0.161749795579096,0.168757276151626,0.186222569183028,0,0.042848699763593,0.009064419070399,0.061391236324386,0.000268384326355,,0,0.01630891678433,0.134885701318425,0,0.0223752151463,,0.014056252758201,0.009245983004537,0.000278551532033,0.0002849002849,0.000266666666667
error_50,0.102956052602001,0,0.00082304526749,0.118392890091642,0.156696275346998,0.189645970467888,0,0.029109814176357,0.004734603499237,0.042206434228507,0,,0,0.005709777492512,0.127643169854127,0,0.0223752151463,,0.018770516749102,0.005115097145074,0,0.000404203718674,0
error_40,0.058505660445931,0,0.00082304526749,0.082670075491297,0.150475827819148,0.18988510314044,0,0.01010317281348,0,0.026724419596667,0,,,0.003910994393875,0.064358242106933,0,0.0223752151463,,,,0,0.000290866783013,0
error_30,0.037222222222222,0,0.00082304526749,0.045034819745297,0.128256963162624,0.20620996450165,0,0.015748287541812,0,0.010782002161313,0,,,0.005818289825418,0.0228596501379,0,0.0223752151463,,,,0,0.000314861460957,0
error_20,0,0,,0,0.103584153632466,0.222729202037351,0,0,0,0,0,,,0,0,0,,,,,0,0,0
error_10,0,0,,0,0,0.214019750688036,0,0,0,0,0,,,,,0,,,,,,0,
