,CL,CLD,F1_HD,F2_HD,F3_HD,F4_HD,L1_HD,N2_HD,LSC,LSradius,U,H,kdn,DS,TDU,DCP,TDP,N1_HD,host_4,host_5,host_6,host_7,host_8
error_total,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532,0.033394045996532
error_90,0.028725183638248,0.005354072563931,0,0.0329886638067,0.034137705600191,0.031499170110419,0.002201986048366,0.003369129071626,0.003430841459011,0.014293048817709,0.001525950678905,,0,0.003106796116505,0.033133673338499,0.004656409839169,0.017910832126187,,0.001879466317018,0.000565482073468,0.000181950509461,0.000380083618396,0.000190766882869
error_80,0.024864109094661,0,0,0.034249273091518,0.032909099529539,0.031611175320057,0,0.000711237553343,0,0.008813989918262,0.000763747454175,,,0.001708150317228,0.031481565732679,0.004656409839169,0.017910832126187,,0.001797773014772,0.001820679892968,0.000181950509461,0,0
error_70,0.014444567246291,0,0,0.034167289984783,0.033846101796915,0.030466932021369,0,0.001246105919003,0,0.005029364277263,0,,,0.001032346868548,0.02403789326726,0.004656409839169,0.017910832126187,,,,0,0,0
error_60,0.000898034869883,0,0,0.03776157365785,0.029621681658622,0.031889734441369,0,0.000896860986547,0,0.003954868795031,0,,,0.001443695861405,0.029734099412728,0.004656409839169,0.017910832126187,,,,,,
error_50,0,0,0,0.026594609463555,0.035436264586806,0.029360613810742,0,0.001540832049307,0,0,0,,,0,0.019105368507326,0.004212588437579,0.017910832126187,,,,,,
error_40,0,0,0,0,0.032625557494668,0.032327646742352,0,0.003003003003003,0,0,0,,,0,0,,0,,,,,,
error_30,0,0,,0,0,0.032319745208123,0,0,0,0.000278241513634,0,,,,,,,,,,,,
error_20,0,0,,0,0.000833333333333,0.033244680851064,0,0,0,0,0,,,,,,,,,,,,
error_10,0,0,,0,0,0.037251709540866,0,0,0,0,0,,,,,,,,,,,,
